"Name","mmax","Mmax","z","dL (Mpc)"
"OGLE15oa","18.74","-18.4","0.059","273"
"SN1984J","13.5","-17.2","0.0043","14"
"SN1986L","13.02","-17.7","0.00435,0.00435","14"
"SN2009ib","14.43","-16.3","0.00448,0.00482,0.00534,0.00435","14"
"ASASSN-14jc","15.4","-18.1066","0.011325","50.5546"
"SN2005df","12.37","-18.4","0.004316","14"
"SN2018hxh","18.1","-19.2157","0.064595","299.729"
"SN1990af","17.82","-18.95","0.0503,0.0495,0.0482,0.0498,0.0542,0.0603,0.0607,0.0612","231.1"
"SN2018bta","18.07","-16.62","0.0195","87.58"
"GRB 150403A","","","2.06","16520"
"SN2018cue","17.91","-15.9","0.013","58.1"
"SN2019pcp","18.68","-19.2","0.083","390"
"GRB 080905B","","","2.374","19632"
"SN2016iil","17.1","-18","0.024","108"
"ASASSN-19yl","16.5","-18.979","0.027969","126.413"
"SN1992bg","17.33","-18.17","0.0282,0.0289,0.0344,0.0418","127.5"
"SN2017hil","18.56","-18.64","0.0612","283.3"
"SN2011jz","17.3","-18.06","0.0265","119.6"
"GRB 050223A","","","0.5915","3572.5"
"ASASSN-15sh","16.6","-19.2","0.033","150"
"GRB 080805A","","","1.505","11244"
"SN2012bt","16.2","-17.83","0.0144","64.43"
"SN2016fqb","17.74","-17.7","0.028","127"
"SN2011gw","17.4","-16","0.0108","48.19"
"AT2019vtm","17.8","-15.6103","0.010835","48.3493"
"OGLE-2014-SN-073","19.03","-19.8","0.13","630"
"OGLE16dmu","19.6","-21.93","0.426","2412"
"SN2008cm","16.08","-17.38","0.0111,0.0116,0.0108,0.0111","49.54"
"SN1992N","19","-14.2","0.014494,0.014494","44"
"OGLE16alt","19.15","-17.76","0.0538","247.7"
"SN2018auq","19.19","-19","0.1","480"
"GRB 060729A","","","0.54","3200"
"SN2011ka","14.5","-19.93","0.0173","77.57"
"SN2019wcj","17.99","-15","0.01","45"
"AT2016evw","16.1","-15.64","0.00503","22.35"
"SN2012ew","17.7","-17.59","0.0257","116"
"SN1971R","20","-14.1","0.015","67.1"
"SN2005cj","17.9","-17.2","0.024","108"
"SN2014cs","17.1","-19.8","0.054","249"
"SN2011kb","16.8","-16","0.01","45"
"SN2017dfv","16.6","-18.8881","0.028086","126.953"
"ASASSN-19abl","17.6","-19.2427","0.052103","239.645"
"SN1993A","18.5","-17.116","0.0293,0.02978","134.78"
"SN2019uea","18.96","-17.2","0.039","178"
"SN2019odl","18","-19.2675","0.063197","292.955"
"ASASSN-19ub","","","0.063197","292.955"
"SN2011di","14.7","-19.37","0.0147","65.79"
"MASTER OT J184401.22-615906.5","17.4","-16.6744","0.014697","65.774"
"ASASSN-15ta","16.8","-17.3","0.015","67.1"
"SN2018ht","19.02","-19.45","0.109","521.2"
"ASASSN-19adi","17.9","-19.1169","0.056399","260.195"
"MASTER OT J165420.77-615258","16.9","-17.6","0.018","80.8"
"OGLE15rb","19.3","-16.2","0.028,0.036","127"
"OGLE-2014-SN-153","19.35","-18.7","0.092","435"
"OGLE16fnh","18.2","-18.8","0.057","263"
"SN2017caw","18","-17.4136","0.027145","122.614"
"SN2018eph","16.7","-19","0.03","140"
"SN1997cy","16.78","-20.52","0.0642","297.8"
"SN2012fv","16.9","-18.6","0.028","127"
"SN2011fm","16.4","-19.06","0.0277","125.2"
"SN2017pa","17.4","-19","0.04","180"
"GRB 151112A","","","4.1","37800"
"SN2015L","15.24","-24.925","0.2326","1198.1"
"SN2018gyr","16.89","-19.0515","0.034551","156.918"
"ASASSN-14ig","16.7","-18.9","0.029","131"
"SN2019omk","17.05","-19.3","0.041","187"
"SN1998ea","18.22","-18.8","0.057,0.057,0.057","263"
"Gaia18cvz","17.76","-19.2756","0.056879","262.499"
"SN2014br","16.5","-19","0.028","127"
"SN1992ae","18.47","-19.16","0.0746,0.0755,0.0792,0.0801,0.0832,0.0837","348.6"
"Gaia16aux","18.06","-17.67","0.0314","142.3"
"SN1998dv","19.81","-19.45","0.155,0.156,0.16,0.156","763.1"
"SN2015T","17.3","-18.1094","0.027092","122.37"
"SN1997fe","19.36","-17.8","0.059,0.059","273"
"SN2018biq","18.92","-19","0.1","480"
"AT2020cdr","17.3","-17.412","0.01969","88.449"
"ASASSN-15ja","16.3","-19.0462","0.026321","118.82"
"OGLE17abw","19.9","-17.0763","0.055368","255.253"
"ASASSN-19ai","18.2","-19.1","0.064","297"
"SN2017hdn","16.5","-18.9","0.027","122"
"SN2008ia","15.8","-19.2129","0.022597","101.728"
"SN1998dy","20.64","-16.05","0.0485","222.5"
"OGLE-2015-SN-001","18.98","-18.1","0.057","263"
"LSQ14drn","18.5","-19.1","0.075","351"
"SN2019pgr","19.47","-19.12","0.115","552.1"
"SN2018eov","16","-18.3","0.016","71.7"
"SN1997A","18.5","-18.6","0.058,0.058","268"
"SN2014Z","15.2","-19.6813","0.021275","95.6824"
"SN2009ll","18.2","-18.3","0.045","206"
"Gaia17brv","18.59","-18.91","0.0702","327"
"SN2017fbq","18.34","-15.8","0.015","67.1"
"SN2019sss","16.7","-20","0.04","180"
"OGLE-2015-SN-051","18.63","-19","0.06","280"
"SN2019ozz","17.34","-18.7055","0.036232","164.754"
"SN2018euj","17.1","-18.8","0.034,0.037","154"
"OGLE17abx","20.4","-16.9","0.064","297"
"SN2012du","14.5","-18.84","0.0105","46.84"
"SN2012db","14.7","-19.97","0.0193","86.67"
"SN2019pij","19.13","-19.1","0.096","455"
"SN2007cr","15.2","-18.22","0.0109","48.64"
"OGLE-2013-SN-096","19.6","-18.9","0.11","526"
"GRB 081121A","","","2.512","21023"
"ASASSN-18abs","16.36","-17.7336","0.014827","66.3623"
"ASASSN-14jg","14.73","-19.3636","0.014827","66.3623"
"SN1998ff","25.3","-18.5","1.2","8500"
"SN2006ox","15.3","-18.3","0.013,0.012","53.6"
"SN1997de","17.5","-16.3","0.013,0.013","58.1"
"SN2017fwm","17.6","-16.5984","0.015557","69.6678"
"OGLE15rc","18.65","-18.9","0.072","336"
"ASASSN-16gm","","","0.036","164"
"SN2016cyh","16.2","-19.8","0.036","164"
"ASASSN-18aac","16.43","-17.4939","0.013716","61.3384"
"SN2013by","12.47","-18.38","0.003816,0.003833","14.8"
"OGLE-2013-SN-016","18.68","-18.9","0.074","346"
"OGLE-2012-SN-044","18.42","-19","0.06","280"
"SN2019dkd","17.3","-19.33","0.0474","217.3"
"SN1992E","20","-17","0.06","280"
"SN2009ap","16.9","-17.93","0.0208","93.51"
"PSN J19235601-5955321","15.1","-18.7","0.013","58.1"
"LSQ14foy","20","-18.51","0.111","531.5"
"SN2016frs","16.86","-18.712","0.02919","132.05"
"SN2016jga","17","-18.17","0.0243","109.5"
"SN2018hmy","16.8","-18.1106","0.021562","96.9939"
"SN2009mg","15.57","-17.3","0.0076,0.0076","37"
"SN2008M","15.4","-17.4","0.0076,0.0076","37"
"SN1935A","16.55","-17.3","0.013","58.1"
"SN2012hr","13.71","-19","0.008","36"
"SN2002by","14.5","-19.3","0.013","58.1"
"SN2018jmt","16.5","-19.7918","0.040541","184.926"
"OGLE-2012-SN-046","19.27","-19.24","0.111","531.5"
"SN2017dry","17","-19.285","0.040415","184.334"
"SN2010dc","17.3","-16.62","0.0137","61.27"
"SN2001bt","15","-18.6","0.01464","52"
"ASASSN-19nb","15.2","-20.195","0.026915","121.555"
"SN2017gax","14.12","-17.35","0.00444","19.72"
"SN2019fxk","17.1","-18.2","0.026","117"
"SN1990W","15","-15.2","0.0049","11"
"SN2019msz","17.6","-19.5715","0.060502","279.933"
"SN2011N","16.5","-17.02","0.0114","50.89"
"SN2010hj","17.9","-18","0.03,0.03","140"
"PSN J18120245-5858271","16.7","-16","0.008","36"
"LSQ14efd","18.66","-19","0.08","380"
"GRB 121027A","","","1.773","13751"
"SN1992bh","17.6","-18.89","0.0443,0.0419,0.0547,0.0556,0.0561,0.0575","202.6"
"LSQ14bdg","19.3","-18","0.07","330"
"SN2017acb","17.16","-18","0.02","90"
"SN2011gv","14.1","-18.4","0.0071","31.6"
"SN2018avw","18.81","-18","0.06","280"
"SN2013gr","17.2","-15.4","0.0074","32.9"
"SN2019dez","17.6","-18.3","0.034","154"
"SN2016bmi","16.5","-16.096","0.007455","33.182"
"SN2000er","15.1","-20.6","0.031,0.031","140"
"SN2017ffq","15.6","-18.1594","0.012719","56.8371"
"AT2019sbk","18.76","-18.2","0.054","249"
"SN2017hrw","18.85","-16.5","0.026","117"
"PSN J02003208-5810410","16.7","-18.0865","0.020371","91.5551"
"LSQ15adm","16.92","-20.7","0.073","341"
"LSQ14fep","17.1","-20","0.06","280"
"SNhunt148","18.1","-17.8","0.034","154"
"GRB 071031A","","","2.692","22856"
"SN2019fpc","16.7","-19.3159","0.035745","162.482"
"ASASSN-14me","15.2","-19.3","0.018","80.8"
"SN2009if","17.6","-17.49","0.0234","105.4"
"GRB 150301B","","","1.5169","11353.1"
"SN2013hx","16.81","-22.14","0.135,0.135","656.4"
"GRB 150821A","","","0.755","4808"
"SN2011eb","15.1","-19.68","0.0203","91.23"
"SN1995W","16","-17.4","0.011,0.011,0.011","49.1"
"SN2019ufq","17.07","-19.4","0.044","201"
"ASASSN-20bo","16.7","-19.5664","0.040074","182.734"
"SN2016fjp","18.6","-19.1","0.076","355"
"SN2012dy","","","0.0103","45.94"
"SN2011ec","17","-19.04","0.0362","164.6"
"SN2002dm","19","-16.25","0.0252","113.7"
"SN2016eei","18.14","-19","0.06","280"
"Gaia17cvb","16.64","-17.8809","0.018036","80.9195"
"GRB 091018A","","","0.971","6550"
"Gaia17aii","17.69","-16.6028","0.016245","72.7864"
"GRB 081008A","","","1.9685","15628.6"
"SN1997cp","20.3","-19","0.16,0.16","790"
"SN2010ae","15.9","-14","0.003662","9"
"Gaia18boc","16.46","-18","0.02","90"
"SN1996ap","19.34","-18.3","0.075,0.075","351"
"SN2019mhm","16.6","-16.756","0.01057","47.157"
"SN2000cj","14.6","-18.8","0.011","49.1"
"SN2005cb","15.8","-17.54","0.0105","46.84"
"SNhunt70","19.7","-16.2","0.034","154"
"SN2016eif","18.08","-19","0.07","330"
"GRB 080916A","","","0.689","4300"
"LSQ14bbv","18.4","-18.6","0.057","263"
"SN2016ggp","18.27","-18.4","0.048","220"
"iPTF14gtb","21.2","-18.599","0.1975","997.33"
"SN2018fex","17.55","-17.62","0.02428","109.44"
"SN1934A","13.6","-20","0.01","45"
"SMT J21413915-5643445","20","-19.06","0.142","693.5"
"ASASSN-15ol","15.9","-18.8219","0.019777","88.846"
"SN2005bs","17.5","-19.47","0.0552","254.4"
"SN1997ej","16.5","-18.5","0.022","99"
"SN2014dn","17.1","-17.8731","0.022189","99.8609"
"SN2017gry","16.8","-17.8728","0.019337","86.8409"
"AT2019uxv","17.1","-17.3522","0.017477","78.3787"
"ASASSN-19abg","","","0.017477","78.3787"
"SN2019dkq","17","-19.0537","0.036368","165.389"
"SN1997D","16.07","-14.5","0.004,0.0043","13"
"SN2017eve","16.49","-19.2","0.031","140"
"SN2013eo","17.4","-19","0.05","230"
"SN2010co","16.1","-17.9","0.014,0.014","62.6"
"SN1990T","17.81","-18.33","0.040485","172"
"SN2010bh","19.04","-18.09","0.0593","274.1"
"SN2010ds","16.4","-17","0.0136","40"
"SN2017fck","16.47","-21.684","0.09442","447.15"
"SN2010iu","16.7","-20","0.04,0.04","180"
"SSS120810:231802-560926","17.38","-21.89","0.156","768.5"
"LSQ14dxa","19.2","-17.1","0.041","187"
"SN1992br","19.42","-18.61","0.0893,0.109,0.124","421.4"
"SN2018ddx","16.8","-18.24","0.0229","103.1"
"SN1994ad","18","-16.9","0.021","94.4"
"SN2018khh","16.3","-18.74","0.0229","103.1"
"SN2012fz","","","0.015,0.014","67.1"
"GRB 091029A","","","2.752","23472"
"SN2017axl","17","-18.9","0.034","154"
"SN2013fq","15.3","-18.238","0.01149","51.298"
"AT1976R","18.4","-15.1704","0.011662","52.0722"
"SN2013fc","15.4","-19.1919","0.018633","83.6353"
"SN2016ijf","16.8","-19","0.032","145"
"SN2014eg","15.19","-19.3","0.018","80.8"
"SN2018bul","17.76","-19.2","0.056","258"
"ASASSN-19nz","","","0.021245","95.5453"
"GRB 140506A","","","0.889","5876"
"LSQ14few","18.7","-18","0.06","280"
"ASASSN-15pp","16.1","-19.041","0.02396","107.97"
"SN2009jz","17","-18.1","0.024,0.024","108"
"GRB 070802A","","","2.45","20400"
"LSQ14drr","18.3","-17.8","0.037","168"
"LSQ14efh","20.5","-18.4","0.13","630"
"SN1991ag","14.67","-19","0.01422","54"
"ASASSN-19yi","17.1","-17.01","0.01494","66.874"
"SN1982S","18.5","-16.74","0.027","113"
"SN2017iwp","18.61","-18.6","0.061","282"
"SN2016cyl","16.6","-17.7","0.016","71.7"
"ASASSN-15os","17.1","-19.1","0.039","178"
"SN1987I","16","-18.1","0.015","67.1"
"SN2005dk","16.6","-17.62","0.0157","70.32"
"SN2016bas","16.8","-16","0.009","40"
"SN2012U","14.9","-20.86","0.0318","144.1"
"GRB 080928A","","","1.692","12984"
"SN1998bo","18","-16","0.016,0.016","63"
"SN2004ew","17.3","-14.3","0.022","21"
"SN1991al","16","-18.155","0.01525,0.01494","68.277"
"SN2018buz","17.5","-19.3","0.052","239"
"Gaia19ayt","18.48","-19.4581","0.085633","403.141"
"LSQ14eol","18.5","-17.5","0.036","164"
"Gaia18eas","18.16","-18.313","0.04404","201.39"
"SN2017hxt","18.71","-17.7","0.043","196"
"SN2010el","16.3","-13","0.005,0.005","8"
"ASASSN-14ha","12.23","-19.505","0.005017","22.289"
"SN1984K","16","-18.3","0.016","71.7"
"AT1992bv","16.8","-18.64","0.0275","124.3"
"SN2016D","16.5","-20","0.045","206"
"LSQ14gci","18.4","-19","0.07","330"
"SN2006ci","15.2","-20.1","0.012,0.026","117"
"SN2016gdu","16.9","-19.5568","0.043707","199.823"
"ASASSN-16kk","","","0.043707","199.823"
"SN1984O","15","-15.2","0.0091","11"
"SN2018jm","18.1","-19.2","0.064","297"
"SN2011ed","15","-19.58","0.0185","83.03"
"SN2016eij","18.12","-19.5","0.075","351"
"ASASSN-17mf","17.5","-18.94","0.0434","198.4"
"SN2018dyv","17.19","-19.0636","0.039841","181.641"
"SN2018jwi","17.1","-17.0843","0.015457","69.2148"
"Gaia18ddp","18.64","-18.0709","0.049071","225.212"
"GRB 160425A","","","0.555","3308"
"SN2016fej","14.15","-19.2761","0.010914","48.7048"
"LSQ14gcj","18.2","-17.9","0.038","173"
"LSQ14gch","19.7","-19.6","0.158","779.3"
"ASASSN-19adn","17.5","-19.3408","0.052059","239.435"
"ASASSN-19xa","17.2","-20","0.05","230"
"ASASSN-15kq","16.4","-18.982","0.026755","120.818"
"SN2019dps","17.9","-18.5768","0.044107","201.71"
"LSQ14doz","19.6","-18","0.08","380"
"SN2005aw","14.87","-18.3","0.0095","42.3"
"SN1998em","16.5","-16.5","0.0095,0.0091","40.6"
"PSN J11534177-5406168","17.8","-17.1954","0.022416","100.9"
"SN1996al","14","-17.8","0.006571","23"
"OGLE-2013-SN-149","19.84","-17.7","0.073","341"
"SN2010kw","16.9","-17.45","0.0167","74.85"
"SN2018fip","","","0.117","562.4"
"SN2018hsz","17.7","-19.515","0.061709","285.759"
"AT2019lrj","17.9","-18.9","0.051,0.043","234"
"SN2018hss","17.9","-18.5","0.043","196"
"SN2018fzz","18.2","-19","0.05","230"
"SN1998ee","17.5","-19","0.05,0.05","230"
"AT2018vv","18","-18.7683","0.050368","231.379"
"OGLE-2014-SN-009","19.53","-17.5","0.056","258"
"SN1979D","18.5","-16.1","0.019","85.3"
"SN2000ek","17","-17.6","0.019","85.3"
"SN2008gc","17.2","-19.8","0.055,0.055","253"
"SMT J03253351-5344190","19","-18.1","0.059","273"
"SN2011ce","16.86","-16","0.0086","38.3"
"SN2004do","15.1","-17.6","0.0086","35"
"SN1992bk","18.37","-18.2","0.0587,0.0575,0.0668,0.0696,0.0719","210"
"SN2015al","18.5","-18.4","0.054","249"
"PSN J192512-533602","","","0.054","249"
"SN2017dgu","18.64","-18.6","0.062","287"
"MASTER OT J140216.0-533228.8","16.4","-17.334","0.01257","56.165"
"SN2004cw","16.6","-17.9","0.018","80.8"
"SN2017edu","18.25","-16","0.02","90"
"OGLE-2015-SN-052","19.56","-18","0.06","280"
"SN1997fd","20.12","-19.6","0.19","955"
"Gaia18cro","17.01","-17.0149","0.014367","64.2812"
"SN2009ah","16.1","-17.93","0.0144","64.43"
"SN1996bx","18.65","-18.4","0.058","268"
"SN2019cwi","17.7","-19.2","0.053","244"
"SN2019qqh","17.9","-19","0.05","230"
"SN2018hdo","17.4","-18.9","0.041","187"
"ASASSN-18ys","16.5","-18.9029","0.027012","122.002"
"GRB 080804A","","","2.2045","17942.1"
"SN2017hyt","16.5","-19.5431","0.036192","164.568"
"Gaia19bxv","18.46","-18.1369","0.046589","213.441"
"GRB 060614A","","","0.13","630"
"GRB 070110A","","","2.352","19411"
"SN2019gtv","17.7","-18.7","0.042","192"
"SN2019fcc","15.8","-17.94","0.0126","56.3"
"SN2018cib","16.6","-18.8238","0.027272","123.2"
"SN1996ao","18.48","-18.6","0.058","268"
"SN1998bw","13.5","-19.4","0.0085,0.0085,0.0085","37.9"
"ASASSN-14jz","14.8","-18.8","0.012","53.6"
"Gaia18cvy","18.07","-17.3741","0.027526","124.37"
"LSQ14dus","18.3","-19","0.07","330"
"SN1998ap","17","-19.3","0.041","187"
"SN1997cu","17.96","-19.3","0.062,0.062,0.062","287"
"SN2011X","17.3","-16.39","0.0123","54.95"
"SN2017gqe","16.7","-19.175","0.03352","152.12"
"SN2009O","17.1","-20.1","0.062","287"
"SN2010gt","17.7","-18.79","0.0444","203.1"
"SN1998fb","18.3","-19","0.06","280"
"ASASSN-15rv","16.8","-19","0.04","180"
"SN2016esn","16.6","-19.1751","0.032022","145.164"
"Gaia18cgy","18.36","-17.7307","0.036986","168.275"
"Gaia17brb","17.91","-18.59","0.0446","204"
"SN1996as","17.5","-18.5","0.036","164"
"ASASSN-16mc","","","0.018913","84.9098"
"SN2016hmo","16.6","-18","0.019","85.3"
"AT2017dgg","17.26","-18.6293","0.033737","153.13"
"SN2016iyd","16.4","-19.58","0.0351","159.5"
"SN1991I","18.5","-17.5","0.036","164"
"LSQ14dsx","19.3","-19","0.1","480"
"SN2019phq","17.5","-18.8709","0.042029","191.919"
"GRB 120815A","","","2.358","19471"
"SN2018abn","17.4","-18.8326","0.039461","179.859"
"SN2006ms","17.3","-17","0.015,0.016","71.7"
"SN2016aqf","14.19","-17.061","0.004016","17.828"
"SN2014cm","18","-16.9","0.021","94.4"
"SN2015aw","15.9","-18.8","0.0196","88.04"
"SN2009gg","15.8","-19.2","0.024,0.022","99"
"ASASSN-16lc","","","0.0161","72.13"
"SN2016gtr","15.69","-18.3","0.014","62.6"
"SN2000fb","15.8","-19.8","0.029","131"
"SN2012im","17.3","-17","0.016","71.7"
"SN2013ek","15.9","-18.4","0.016","71.7"
"ASASSN-14ew","15.2","-19.502","0.019597","88.0256"
"Gaia15acs","16.3","-18","0.02","90"
"ASASSN-16ff","","","0.008731","38.899"
"SN2016cdd","16.1","-16.84","0.008731","38.899"
"SN2006Y","17.3","-18.58","0.0336","152.5"
"SN2014cd","15.8","-19.0118","0.020608","92.6366"
"SN2013fz","15.1","-20","0.02","90"
"SN2018fzm","17.3","-19.3072","0.046806","214.469"
"MASTER OT J051721.71-513132.0","18.2","-19.1503","0.065619","304.698"
"ASASSN-20ao","16.18","-19.0479","0.024934","112.443"
"SN2020np","16","-19.2","0.025","113"
"SN1992al","14.6","-19.1","0.0141,0.0132,0.0138,0.0135,0.0137,0.0157","55"
"SN1995U","18","-19","0.056","258"
"ASASSN-18pl","17.4","-19.4855","0.053127","244.532"
"LSQ14fms","","","0.07","330"
"Gaia18bke","18.2","-19.1756","0.066376","308.376"
"SN2017igq","17.58","-19.1","0.048","220"
"SN2010jb","15.7","-19.2","0.0256","97"
"GRB 100621A","","","0.542","3215"
"SN2017ggu","19.3","-18","0.07","330"
"Gaia17bxk","18.5","-16.7719","0.025441","114.773"
"SN2019hlv","17","-19.4","0.043","196"
"LSQ14dxb","18.1","-19","0.06","280"
"SN2016gom","18.56","-18.7","0.062","287"
"SN2016hko","16.8","-19","0.04","180"
"SN2018gex","17.57","-18.094","0.030438","137.823"
"SSS120420:204522-504405","","","0.013","58.1"
"SN2018fub","17.01","-18.53","0.0288","130.2"
"SN2017dgt","18.08","-19.2","0.064","297"
"Gaia17aij","18.66","-17.23","0.0337","153"
"SN1998X","17","-16.1","0.0104,0.0104","41"
"SN2005cu","15.9","-17.2","0.0109","41"
"SN1998dq","14.6","-18.5","0.011,0.011","41"
"SN2000do","15.2","-17.9","0.011,0.011","41"
"SN2013L","13.3","-21.0908","0.016992","76.176"
"ASASSN-15hh","16.3","-18.7882","0.023389","105.355"
"SN1976O","16","-18.4","0.017","76.2"
"SN2020bkp","17","-16.8454","0.013231","59.1479"
"GRB 061007A","","","1.261","9041.3"
"PSN J20242491-5026054","17.7","-16.19","0.0135","60.36"
"Gaia18cec","17.44","-19","0.05","230"
"ASASSN-15jf","16.5","-19.5","0.036","164"
"SN2016fqc","18.48","-18.9","0.068","316"
"SN2018dej","17.4","-19.7","0.058","268"
"GRB 050406A","","","2.44","20300"
"SN2018agb","17.7","-18.6697","0.042006","191.811"
"SN2018pq","15.7","-16.794","0.007111","31.642"
"SN2018bgh","18.5","-19.4","0.083","390"
"AT2020cih","16.6","-16.451","0.009186","40.94"
"SN2019dnt","17.44","-19.2699","0.049047","225.098"
"SN1992au","18.49","-18.72","0.0617,0.0696,0.0733,0.0801","285.7"
"SN2018fcu","17.7","-19","0.05","230"
"SN2018cvk","17.95","-17.26","0.02473","111.51"
"SN2005ae","15.9","-14.5","0.0037","12"
"SN1998cv","17.5","-17.9","0.027,0.027","122"
"ASASSN-15up","16.4","-19.7","0.037","168"
"SN2013gk","16.8","-17.68","0.0177","79.39"
"SN2018vs","17.7","-18.8606","0.045825","209.826"
"SN2016ccp","17.1","-18.56","0.0304","137.6"
"LSQ14drx","17","-20.7","0.076","355"
"SN1982P","18","-16.9457","0.021912,0.021912","98.594"
"SN2015S","17.1","-18","0.02","90"
"SN2018epq","16.6","-18.3457","0.021912","98.594"
"SN2005af","9.99","-17.63","0.0019","3.35"
"SN2016ggb","16.3","-18.5096","0.020588","92.5453"
"ASASSN-16km","","","0.020588","92.5453"
"SN2018hrp","17.6","-18.4","0.035","159"
"SN2011ja","10.83","-17","0.001878,0.001797","3"
"SN2019lub","18.8","-18.6","0.066","307"
"SN2019qti","17.5","-18.6217","0.037513","170.738"
"ASASSN-19xg","","","0.037513","170.738"
"Gaia19dqp","17.28","-17.2568","0.018168","81.5198"
"OGLE-2013-SN-098","18.7","-18","0.06","280"
"SN2010bp","15.3","-17.6","0.0097,0.0097","38"
"SN2019qwd","17.46","-18.31","0.0319","144.6"
"SN2017gih","19.68","-17","0.04","180"
"SN2007pl","15.4","-19.5","0.0288","95"
"SN2018ajz","18.57","-15.8105","0.016912","75.8128"
"SN2019gvo","18.1","-19","0.05","230"
"SN2019rix","17.5","-19.1","0.046","211"
"SN2012cj","17.9","-15","0.01","45"
"SN2017hvt","15.88","-18.9374","0.020661","92.8785"
"SN2019bju","17.29","-18.3","0.029","131"
"Gaia20apa","18.18","-19.0003","0.060745","281.105"
"Gaia17ayd","18.7","-17.7523","0.043617","199.399"
"AT2017eoc","17.15","-17.4483","0.018688","83.8856"
"SN2011bx","","","0.058","268"
"LSQ14edl","19.5","-19","0.11","526"
"SN2010aa","15.7","-19.17","0.0212","95.34"
"SN2007st","15","-19.87","0.0212","95.34"
"ASASSN-15ut","16.24","-17.2945","0.011471","51.212"
"SN2016glb","18.89","-17.7","0.046","211"
"SN1994Z","14.6","-19","0.012","53.6"
"SN2020ga","15.5","-17.55","0.00917,0.00918","40.87"
"SN2009aj","14.33","-18.8","0.0096,0.0096","42.8"
"SN2010ls","16.1","-17","0.0095","42.3"
"GRB 060719A","","","1.532","11492"
"SN2012bl","14.98","-19.62","0.0187","83.94"
"SN2019xfi","16.4","-18.1127","0.017969","80.6149"
"SN2005dn","15","-17","0.011,0.011","20"
"SN2012fw","15.3","-19.29","0.0186","83.49"
"LSQ14bka","20","-17","0.07","330"
"LSQ14efn","17.9","-18","0.04","180"
"AT2017kdz","16.4","-17.5297","0.013753","61.5056"
"SN2003ho","17.49","-16.6","0.01438,0.01379","67"
"Gaia18bqn","18.09","-18.4764","0.045945","210.393"
"ASASSN-15ng","15.6","-17.6","0.00984","43.88"
"AT2019sab","18.16","-18.7079","0.052703","242.508"
"SN2014dc","17","-17.9973","0.022436","100.991"
"SN2018enj","16.7","-19","0.03","140"
"SN2012hs","14.5","-17.773","0.006424","28.57"
"SN2008ge","13.82","-17.5","0.003916,0.004043","18"
"ASASSN-15ou","16.9","-19.8","0.048","220"
"SN2014O","16","-17.8648","0.013349","59.6807"
"SN2018cgj","17.28","-16.4202","0.012378","55.2991"
"SN2016blt","18","-16.3","0.016","71.7"
"Gaia18als","17.32","-17.0548","0.016868","75.6131"
"PSN J23374322-4730393","16.3","-17","0.01","45"
"SN2017izl","18.03","-15.109","0.009566","42.646"
"SN1983L","17.1","-16.2","0.016","46"
"AT2020ang","17.5","-19.0965","0.046579","213.394"
"SN2010dx","17.4","-15.9","0.0165","46"
